transaction_id,amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age,is_fraud
5324.0,1209.52,3.0,Clothing,0.0,0.0,68.0,3.0,,0.0
,10.18,18.0,Electronics,0.0,0.0,86.0,0.0,22.0,0.0
5326.0,,3.0,Clothing,0.0,0.0,45.0,1.0,37.0,0.0
5327.0,15.51,18.0,Food,0.0,0.0,35.0,4.0,47.0,0.0
5328.0,30.21,18.0,,1.0,0.0,84.0,1.0,50.0,0.0
5329.0,104.23,11.0,Travel,,0.0,61.0,2.0,2168.5517593064765,0.0
5330.0,128.57,12.0,Travel,1.0,0.0,68.0,2.0,19.0,0.0
5331.0,53.91,error_transaction_hour,Food,0.0,0.0,46.0,2.0,35.0,0.0
5332.0,68.48,9.0,Electronics,0.0,0.0,90.0,,31.0,0.0
5333.0,16.38,20.0,Clothing,0.0,0.0,67.0,3.0,22.0,0.0
5334.0,65.03,6.0,Food,0.0,1.0,,2.0,35.0,0.0
5335.0,611.63,4.0,Travel,0.0,0.0,45.0,0.0,62.0,0.0
5336.0,521.12,16.0,,0.0,0.0,57.0,2.0,68.0,0.0
5337.0,73.4,17.0,Clothing,,0.0,41.0,3.0,32.0,0.0
5338.0,,10.0,Grocery,0.0,0.0,60.0,4.0,,0.0
5339.0,432.62,14.0,Grocery,0.0,0.0,38.0,2.0,67.0,0.0
5340.0,1.12,20.0,Clothing,,0.0,61.0,2.0,21.0,0.0
5341.0,299.58,21.0,Electronics,0.0,0.0,55.0,3.0,51.0,0.0
5342.0,533.46,6.0,Food,0.0,0.0,28.0,4.0,41.0,0.0
5343.0,17.24,17.0,Clothing,1.0,,30.0,2.0,29.0,1.0
5344.0,31.69,5.0,,0.0,0.0,74.0,1.0,46.0,0.0
5345.0,582.79,17.0,Travel,0.0,0.0,62.0,0.0,23.0,0.0
5346.0,138.82,15.0,Clothing,0.0,0.0,29.0,2.0,41.0,0.0
error_transaction_id,2.57,1.0,,0.0,0.0,62.0,2.0,64.0,0.0
5348.0,53.62,18.0,,0.0,0.0,48.0,4.0,39.0,0.0
5349.0,107.59,0.0,Grocery,0.0,0.0,42.0,,34.0,0.0
5350.0,212.51,10.0,Grocery,0.0,0.0,56.0,2.0,49.0,0.0
5351.0,237.8,19.0,Clothing,0.0,0.0,95.0,,42.0,0.0
5352.0,969.55,4.0,Clothing,0.0,0.0,96.0,3.0,43.0,0.0
5353.0,61.02,15.0,Electronics,0.0,1.0,54.0,2.0,44.0,0.0
5354.0,error_amount,22.0,Travel,0.0,0.0,54.0,0.0,24.0,0.0
5355.0,137.18,0.0,Food,,1.0,29.0,2.0,52.0,1.0
error_transaction_id,93.65,18.0,Food,0.0,0.0,28.0,3.0,51.0,0.0
5357.0,33.36,13.0,Food,0.0,0.0,75.0,2.0,44.0,0.0
5358.0,682.62,,Grocery,0.0,0.0,33.0,4.0,25.0,0.0
5359.0,345.51,1.0,Grocery,0.0,0.0,79.0,0.0,52.0,0.0
5360.0,124.17,23.0,Electronics,0.0,0.0,57.0,1.0,35.0,0.0
5361.0,166.4,4.0,Grocery,0.0,0.0,55.0,0.0,,0.0
5362.0,46.41,16.0,Clothing,0.0,0.0,78.0,0.0,47.0,0.0
5363.0,141.26,17.0,Travel,0.0,0.0,85.0,0.0,33.0,0.0
5364.0,213.72,0.0,Travel,0.0,0.0,90.0,3.0,48.0,0.0
5365.0,130.31,14.0,Travel,0.0,0.0,44.0,,55.0,0.0
5366.0,,21.0,Travel,0.0,0.0,85.0,1.0,67.0,0.0
5367.0,170.11,8.0,Food,0.0,0.0,60.0,1.0,51.0,0.0
5368.0,83.44,22.0,FOOD,0.0,0.0,44.0,1.0,18.0,0.0
5369.0,266.23,4.0,Clothing,0.0,0.0,69.0,1.0,26.0,0.0
5370.0,33.64,12.0,Electronics,0.0,0.0,70.0,3.0,53.0,0.0
5371.0,87.36,18.0,Grocery,0.0,0.0,42.0,3.0,61.0,0.0
5372.0,76.7,23.0,Grocery,0.0,0.0,94.0,2.0,21.0,0.0
5373.0,101.75,9.0,Food,0.0,0.0,98.0,,62.0,0.0
5374.0,274.01,19.0,Travel,0.0,1.0,42.0,3.0,37.0,0.0
5375.0,119.16,20.0,Clothing,0.0,,88.0,1.0,2168.5517593064765,0.0
5376.0,284.39,13.0,Electronics,0.0,0.0,58.0,4.0,34.0,0.0
5377.0,154.65,21.0,Food,0.0,0.0,,5.0,61.0,0.0
5378.0,75.36,20.0,Clothing,0.0,0.0,96.0,2.0,27.0,
error_transaction_id,298.91,11.0,Clothing,0.0,1.0,35.0,1.0,63.0,0.0
5380.0,48.99,10.0,Food,0.0,0.0,70.0,2.0,,
5381.0,45.74,22.0,Clothing,0.0,1.0,66.0,2.0,57.0,0.0
5382.0,126.39,6.0,Travel,0.0,0.0,41.0,1.0,30.0,0.0
5383.0,54.41,16.0,Clothing,0.0,0.0,71.0,1.0,,0.0
5384.0,1.64,17.0,Electronics,0.0,0.0,54.0,2.0,61.0,0.0
5385.0,,6.0,Clothing,0.0,0.0,67.0,3.0,33.0,0.0
5386.0,128.81,23.0,Grocery,0.0,0.0,32.0,2.0,56.0,0.0
5387.0,106.15,19.0,Clothing,0.0,1.0,64.0,5.0,,0.0
5388.0,613.85,5.0,Food,1.0,0.0,95.0,2.0,44.0,0.0
5389.0,152.42,578.7406093489149,Grocery,0.0,0.0,44.0,2.0,54.0,0.0
5390.0,358.37,11.0,Food,0.0,0.0,52.0,3.0,65.0,0.0
5391.0,27.03,15.0,Electronics,1.0,0.0,52.0,3.0,33.0,
5392.0,151.58,18.0,Travel,,4.309730005094243,83.0,4.0,32.0,0.0
5393.0,364.46,22.0,Electronics,0.0,,86.0,1.0,33.0,0.0
5394.0,error_amount,18.0,Grocery,0.0,0.0,98.0,3.0,23.0,0.0
5395.0,227.86,10.0,,0.0,0.0,78.0,2.0,46.0,0.0
5396.0,,15.0,Clothing,0.0,0.0,31.0,2.0,57.0,0.0
5397.0,17.46,22.0,Grocery,0.0,0.0,,1.0,34.0,
249876.49791231734,,11.0,Travel,0.0,1.0,48.0,3.0,57.0,0.0
5399.0,90.3,7.0,Food,0.0,0.0,65.0,,24.0,0.0
5400.0,363.21,2.0,Travel,0.0,0.0,78.0,3.0,51.0,0.0
5401.0,50.35,1.0,Food,0.0,0.0,38.0,1.0,62.0,0.0
5402.0,612.58,5.0,Food,1.0,0.0,68.0,1.0,53.0,0.0
5403.0,571.21,15.0,Travel,0.0,1.0,73.0,2.0,43.0,0.0
5404.0,51.22,19.0,Electronics,,0.0,87.0,6.0,43.0,0.0
5405.0,77.0,23.0,Electronics,0.0,0.0,69.0,3.0,28.0,0.0
5406.0,406.64,14.0,,0.0,1.0,96.0,2.0,42.0,0.0
5407.0,error_amount,13.0,Grocery,1.0,1.0,31.0,0.0,53.0,1.0
5408.0,105.48,1.0,Travel,0.0,1.0,27.0,3.0,59.0,1.0
5409.0,69.68,19.0,Grocery,0.0,0.0,71.0,2.0,65.0,0.0
5410.0,134.41,17.0,Electronics,0.0,,85.0,2.0,19.0,0.0
5411.0,209.52,13.0,Grocery,0.0,0.0,95.0,3.0,58.0,0.0
5412.0,57.51,17.0,Clothing,0.0,1.0,54.0,0.0,45.0,0.0
5413.0,error_amount,1.0,Clothing,0.0,0.0,29.0,,18.0,0.0
5414.0,9.55,0.0,Electronics,0.0,0.0,96.0,1.0,23.0,0.0
5415.0,9.1,19.0,Grocery,1.0,0.0,31.0,2.0,57.0,0.0
5416.0,87.88,1.0,Travel,0.0,0.0,63.0,4.0,53.0,0.0
5417.0,78.51,error_transaction_hour,Electronics,0.0,0.0,26.0,1.0,2168.5517593064765,0.0
5418.0,68.27,8.0,Clothing,0.0,0.0,67.0,0.0,66.0,0.0
5419.0,121.56,15.0,Electronics,0.0,0.0,36.0,0.0,32.0,0.0
5420.0,69.61,10.0,Grocery,0.0,0.0,52.0,4.0,18.0,
5421.0,38.43,22.0,Grocery,0.0,0.0,43.0,3.0,36.0,0.0
5422.0,66.65,5.0,Grocery,0.0,0.0,52.0,3.0,42.0,0.0
5423.0,663.31,11.0,Food,0.0,0.0,94.0,2.0,31.0,0.0
5424.0,95.31,,Grocery,0.0,0.0,43.0,1.0,39.0,0.0
5425.0,105.89,11.0,Clothing,0.0,0.0,88.0,6.0,40.0,0.0
,154.68,22.0,Clothing,,0.0,33.0,2.0,24.0,0.0
5427.0,737.06,,Food,0.0,1.0,65.0,5.0,51.0,1.0
5428.0,49.78,8.0,Clothing,0.0,0.0,74.0,1.0,28.0,0.0
5429.0,205.82,19.0,Clothing,0.0,0.0,34.0,1.0,33.0,0.0
5430.0,226.57,21.0,Electronics,0.0,0.0,98.0,1.0,64.0,0.0
error_transaction_id,168.26,5.0,Grocery,1.0,0.0,78.0,,55.0,0.0
5432.0,16.69,10.0,Electronics,0.0,0.0,34.0,,26.0,0.0
5433.0,,2.0,Electronics,0.0,0.0,31.0,2.0,21.0,0.0
5434.0,11.92,3.0,Clothing,0.0,0.0,56.0,3.0,62.0,0.0
5435.0,163.2,9.0,Travel,0.0,0.0,78.0,4.0,57.0,0.0
5436.0,242.18,18.0,Grocery,0.0,0.0,94.0,2.0,52.0,0.0
5437.0,42.65,5.0,Travel,0.0,0.0,87.0,0.0,40.0,0.0
5438.0,331.7,0.0,,0.0,0.0,58.0,1.0,41.0,0.0
5439.0,5.55,7.0,Food,1.0,0.0,67.0,2.0,21.0,0.0
5440.0,334.21,7.0,Electronics,0.0,0.0,29.0,3.0,47.0,0.0
5441.0,111.02,,Clothing,0.0,0.0,43.0,6.0,57.0,0.0
5442.0,44.17,16.0,Clothing,0.0,0.0,78.0,3.0,49.0,0.0
5443.0,25.85,18.0,Travel,0.0,0.0,38.0,3.0,69.0,0.0
,551.55,578.7406093489149,Food,0.0,0.0,34.0,1.0,55.0,0.0
5445.0,13.58,14.0,Electronics,0.0,0.0,73.0,,51.0,0.0
5446.0,39.96,12.0,FOOD,0.0,0.0,35.0,1.0,51.0,0.0
249876.49791231734,76.94,20.0,Food,0.0,,55.0,1.0,48.0,0.0
5448.0,174.28,2.0,,0.0,1.0,90.0,6.0,48.0,1.0
5449.0,141.66,1.0,,0.0,0.0,34.0,2.0,49.0,0.0
5450.0,24.17,2.0,Food,0.0,0.0,45.0,1.0,53.0,0.0
5451.0,61.58,8.0,Clothing,0.0,1.0,25.0,0.0,39.0,0.0
5452.0,49.1,15.0,GROCERY,0.0,0.0,70.0,2.0,36.0,0.0
5453.0,43.24,23.0,Grocery,0.0,1.0,99.0,1.0,62.0,0.0
5454.0,95.32,12.0,Food,0.0,0.0,,1.0,52.0,0.0
5455.0,,18.0,Clothing,0.0,0.0,44.0,3.0,55.0,0.0
5456.0,44.14,17.0,Electronics,1.0,0.0,45.0,1.0,59.0,0.0
5457.0,82.22,20.0,Food,0.0,4.309730005094243,61.0,1.0,32.0,0.0
5458.0,,11.0,GROCERY,0.0,0.0,38.0,1.0,55.0,0.0
5459.0,674.8,11.0,Electronics,0.0,0.0,82.0,3.0,25.0,0.0
5460.0,556.87,0.0,Electronics,0.0,0.0,81.0,1.0,49.0,0.0
5461.0,289.82,error_transaction_hour,Grocery,0.0,0.0,81.0,2.0,53.0,0.0
5462.0,49.79,7.0,Electronics,0.0,0.0,93.0,3.0,54.0,0.0
5463.0,12.68,16.0,Clothing,0.0,0.0,94.0,4.0,47.0,0.0
5464.0,68.6,20.0,Clothing,0.0,0.0,48.0,3.0,68.0,0.0
5465.0,55.86,19.0,Food,0.0,0.0,84.0,1.0,65.0,0.0
5466.0,126.91,21.0,Food,0.0,1.0,47.0,3.0,40.0,0.0
5467.0,270.69,6.0,Electronics,0.0,1.0,71.0,1.0,60.0,0.7656186198448346
5468.0,351.76,8.0,Grocery,0.0,0.0,62.0,0.0,24.0,0.0
5469.0,335.42,16.0,Clothing,0.0,0.0,76.0,2.0,39.0,0.0
5470.0,80.24,9.0,Travel,0.0,0.0,3091.5985282093216,2.0,53.0,0.0
5471.0,209.21,3.0,Food,0.0,0.0,32.0,0.0,56.0,0.0
5472.0,67.53,21.0,,0.0,0.0,56.0,1.0,45.0,0.0
5473.0,11.31,6.0,Electronics,0.0,0.0,41.0,1.0,29.0,0.0
5474.0,217.66,6.0,Clothing,0.0,0.0,29.0,2.0,20.0,0.0
5475.0,1.78,7.0,Clothing,0.0,0.0,96.0,1.0,62.0,0.0
5476.0,94.72,23.0,Electronics,0.0,,74.0,3.0,55.0,0.0
5477.0,71.92,23.0,Food,0.0,0.0,36.0,0.0,61.0,0.0
5478.0,212.78,,Food,0.0,0.0,68.0,0.0,53.0,0.0
5479.0,261.63,15.0,Travel,0.0,0.0,92.0,5.0,38.0,0.0
5480.0,65.26,11.0,Travel,1.0,0.0,83.0,3.0,39.0,0.0
5481.0,300.48,14.0,Food,0.0,0.0,34.0,2.0,40.0,0.0
5482.0,62.64,7.0,Food,0.0,0.0,72.0,5.0,24.0,0.0
5483.0,106.41,21.0,Food,0.0,0.0,52.0,5.0,24.0,0.0
5484.0,233.7,8.0,Food,0.0,0.0,29.0,,38.0,
5485.0,212.52,2.0,Clothing,0.0,0.0,,1.0,61.0,0.0
5486.0,786.88,21.0,Travel,0.0,0.0,55.0,3.0,31.0,0.0
5487.0,45.92,20.0,Electronics,0.0,0.0,40.0,1.0,59.0,0.0
5488.0,195.42,578.7406093489149,Grocery,0.0,0.0,47.0,2.0,24.0,0.0
5489.0,169.34,14.0,Electronics,0.0,0.0,45.0,2.0,22.0,0.0
5490.0,443.93,23.0,Grocery,0.0,0.0,26.0,0.0,54.0,0.0
5491.0,30.61,3.0,Clothing,0.0,0.0,47.0,2.0,36.0,0.0
5492.0,250.83,19.0,Travel,0.0,0.0,35.0,1.0,42.0,0.0
5493.0,ERROR_AMOUNT,578.7406093489149,Grocery,1.0,0.0,97.0,5.0,29.0,0.0
5494.0,57.8,9.0,Food,0.0,0.0,26.0,1.0,26.0,0.0
5495.0,115.79,10.0,Clothing,0.0,0.0,37.0,5.0,18.0,0.0
5496.0,error_amount,4.0,Grocery,0.0,0.0,69.0,2.0,69.0,0.0
,155.86,10.0,Food,,0.0,96.0,1.0,60.0,0.0
5498.0,395.68,12.0,Clothing,0.0,0.0,34.0,0.0,46.0,0.0
5499.0,151.62,14.0,Grocery,0.0,0.0,45.0,2.0,60.0,0.0
5500.0,179.81,,,0.0,0.0,3091.5985282093216,0.0,36.0,0.0
error_transaction_id,131.65,15.0,Travel,0.0,0.0,40.0,4.0,32.0,0.0
5502.0,9.45,14.0,Clothing,0.0,0.0,67.0,4.0,53.0,0.0
5503.0,47.72,10.0,Grocery,0.0,0.0,30.0,1.0,35.0,0.0
5504.0,121.91,,Food,0.0,0.0,35.0,0.0,39.0,0.0
5505.0,66.85,1.0,Travel,0.0,0.0,90.0,4.0,39.0,0.0
5506.0,36.11,1.0,Food,0.0,0.0,73.0,5.0,47.0,
5507.0,126.26,11.0,Travel,,0.0,44.0,2.0,24.0,0.0
5508.0,70.16,15.0,Grocery,0.0,,45.0,3.0,65.0,0.0
5509.0,53.74,18.0,Food,0.0,0.0,,3.0,23.0,0.0
5510.0,112.25,1.0,Food,0.0,0.0,62.0,4.0,30.0,0.0
5511.0,25.75,16.0,Electronics,0.0,0.0,80.0,3.0,69.0,0.0
5512.0,472.96,13.0,Clothing,0.0,0.0,35.0,3.0,31.0,0.0
5513.0,364.09,23.0,Food,0.0,0.0,42.0,1.0,19.0,0.0
5514.0,221.35,15.0,Travel,1.0,1.0,69.0,2.0,59.0,0.0
5515.0,20.21,4.0,Clothing,0.0,0.0,50.0,1.0,33.0,0.0
,269.2,9.0,Grocery,0.0,,,0.0,56.0,0.0
5517.0,297.01,16.0,Clothing,0.0,0.0,,2.0,63.0,0.0
5518.0,262.8,12.0,Electronics,0.0,0.0,,4.0,50.0,0.0
,21.78,,Grocery,0.0,0.0,76.0,5.0,18.0,0.7656186198448346
5520.0,185.86,8.0,Food,0.0,0.0,86.0,0.0,47.0,0.0
5521.0,323.59,23.0,Grocery,0.0,0.0,41.0,4.0,28.0,0.0
5522.0,155.02,3.0,Grocery,0.0,0.0,70.0,4.0,31.0,0.7656186198448346
5523.0,187.13,23.0,Electronics,1.0,0.0,65.0,0.0,54.0,0.0
5524.0,110.37,15.0,Travel,0.0,0.0,37.0,1.0,54.0,0.0
,135.41,22.0,Grocery,0.0,0.0,30.0,1.0,,0.0
5526.0,6.3,10.0,Travel,,0.0,57.0,1.0,31.0,0.0
,183.38,6.0,Clothing,0.0,0.0,28.0,1.0,,0.0
5528.0,15.29,16.0,Electronics,1.0,,74.0,1.0,39.0,0.0
,102.77,21.0,Food,1.0,0.0,72.0,4.0,48.0,0.0
5530.0,62.32,12.0,Grocery,1.0,,51.0,0.0,35.0,0.0
5531.0,141.91,3.0,Travel,0.0,0.0,30.0,1.0,27.0,0.0
5532.0,25.78,13.0,Grocery,0.0,0.0,82.0,2.0,41.0,
5533.0,211.77,9.0,Electronics,,0.0,87.0,3.0,41.0,
5534.0,285.26,9.0,Food,,0.0,25.0,0.0,49.0,0.0
5535.0,32.1,9.0,Clothing,0.0,0.0,52.0,3.0,54.0,0.0
,19.83,11.0,Clothing,0.0,0.0,53.0,3.0,51.0,0.0
5537.0,28.31,1.0,Travel,1.0,1.0,52.0,4.0,27.0,1.0
5538.0,377.39,22.0,Clothing,0.0,1.0,98.0,3.0,63.0,0.0
5539.0,135.21,8.0,Travel,0.0,0.0,92.0,2.0,31.0,0.0
249876.49791231734,113.35,4.0,Food,0.0,0.0,65.0,2.0,40.0,0.0
5541.0,20.31,7.0,Grocery,0.0,0.0,79.0,2.0,49.0,0.0
5542.0,188.74,20.0,Electronics,0.0,,,3.0,64.0,0.0
5543.0,364.49,13.0,Food,0.0,0.0,93.0,2.0,29.0,0.0
5544.0,317.04,6.0,Food,0.0,0.0,,1.0,58.0,0.0
5545.0,177.06,6.0,Clothing,0.0,0.0,81.0,4.0,41.0,0.0
5546.0,14.09,8.0,Clothing,1.0,1.0,46.0,2.0,51.0,0.0
5547.0,21.46,2.0,Electronics,0.0,0.0,90.0,5.0,64.0,0.0
5548.0,9.1,13.0,Grocery,0.0,0.0,,3.0,37.0,0.0
5549.0,53.59,16.0,Food,0.0,1.0,67.0,2.0,46.0,0.0
5550.0,26.24,17.0,Clothing,0.0,0.0,58.0,4.0,,0.0
5551.0,54.21,11.0,Food,0.0,0.0,26.0,3.0,69.0,0.0
5552.0,87.52,21.0,Grocery,0.0,,83.0,2.0,57.0,0.0
5553.0,515.59,13.0,Travel,0.0,0.0,60.0,1.0,67.0,0.0
5554.0,169.66,12.0,Grocery,0.0,0.0,32.0,2.0,59.0,0.0
5555.0,324.3,13.0,Food,0.0,0.0,57.0,0.0,26.0,0.0
5556.0,,8.0,Food,0.0,0.0,57.0,2.0,61.0,
5557.0,21.48,,Electronics,0.0,1.0,92.0,1.0,67.0,0.0
5558.0,8813.402647488014,1.0,Food,0.0,0.0,42.0,0.0,,0.0
5559.0,57.91,10.0,Clothing,,0.0,88.0,0.0,20.0,0.0
5560.0,183.45,16.0,Electronics,0.0,0.0,85.0,0.0,27.0,0.0
5561.0,75.06,1.0,Food,1.0,0.0,34.0,3.0,57.0,1.0
249876.49791231734,1091.31,18.0,GROCERY,0.0,0.0,74.0,2.0,18.0,0.0
5563.0,55.06,6.0,Food,0.0,0.0,46.0,2.0,24.0,0.0
5564.0,58.91,17.0,Grocery,0.0,0.0,63.0,,48.0,0.0
5565.0,480.4,12.0,,0.0,1.0,89.0,1.0,58.0,0.0
5566.0,4.49,4.0,Food,0.0,0.0,54.0,0.0,30.0,0.0
5567.0,214.74,17.0,Grocery,0.0,0.0,29.0,2.0,39.0,0.0
5568.0,232.59,22.0,Travel,0.0,1.0,50.0,0.0,33.0,0.0
5569.0,325.84,23.0,Electronics,0.0,0.0,87.0,1.0,,0.0
5570.0,660.01,23.0,Food,1.0,,70.0,2.0,23.0,0.0
5571.0,668.39,15.0,Travel,1.0,0.0,55.0,1.0,63.0,
5572.0,12.15,14.0,Grocery,4.923391215526047,0.0,65.0,2.0,18.0,0.0
5573.0,310.51,7.0,Grocery,0.0,0.0,36.0,1.0,19.0,0.0
5574.0,187.08,14.0,Electronics,0.0,1.0,41.0,2.0,44.0,0.0
5575.0,187.61,0.0,Travel,0.0,0.0,42.0,3.0,29.0,
5576.0,24.73,16.0,Travel,0.0,0.0,90.0,3.0,23.0,0.7656186198448346
5577.0,189.06,14.0,Food,0.0,1.0,63.0,,19.0,0.0
,728.02,13.0,Grocery,0.0,0.0,98.0,0.0,54.0,0.0
5579.0,437.1,13.0,Clothing,0.0,0.0,57.0,0.0,27.0,0.0
5580.0,104.09,9.0,Food,0.0,0.0,,3.0,34.0,0.0
5581.0,7.34,1.0,Food,0.0,1.0,32.0,1.0,34.0,1.0
5582.0,,5.0,Food,0.0,1.0,50.0,3.0,23.0,0.0
5583.0,315.17,,Electronics,0.0,0.0,59.0,,18.0,0.0
5584.0,217.62,4.0,Electronics,0.0,0.0,81.0,2.0,37.0,0.0
5585.0,,,,0.0,0.0,45.0,3.0,35.0,0.0
5586.0,error_amount,14.0,Clothing,,0.0,61.0,2.0,26.0,0.0
,100.2,14.0,Travel,0.0,0.0,,5.0,49.0,0.0
5588.0,113.95,19.0,Travel,,0.0,41.0,4.0,34.0,0.0
5589.0,error_amount,10.0,Grocery,1.0,0.0,49.0,4.0,,0.0
249876.49791231734,184.44,4.0,Travel,0.0,0.0,85.0,0.0,,0.0
error_transaction_id,67.22,0.0,Travel,0.0,0.0,61.0,1.0,30.0,0.0
5592.0,134.12,10.0,Clothing,0.0,0.0,90.0,3.0,,0.0
5593.0,12.3,10.0,Travel,0.0,0.0,37.0,1.0,62.0,0.0
5594.0,,5.0,Clothing,0.0,0.0,64.0,2.0,55.0,0.0
5595.0,80.35,22.0,Electronics,0.0,0.0,66.0,2.0,61.0,0.0
5596.0,116.97,7.0,Clothing,0.0,0.0,94.0,1.0,55.0,0.0
5597.0,79.01,1.0,Electronics,0.0,0.0,99.0,4.0,53.0,0.0
5598.0,206.52,14.0,Clothing,0.0,0.0,49.0,0.0,27.0,0.0
5599.0,,22.0,Food,0.0,0.0,66.0,3.0,52.0,0.0
5600.0,226.15,21.0,Electronics,1.0,0.0,,0.0,43.0,0.0
5601.0,56.19,8.0,Electronics,0.0,0.0,67.0,0.0,65.0,0.0
5602.0,68.28,14.0,Travel,0.0,0.0,92.0,1.0,50.0,0.0
5603.0,24.09,7.0,ELECTRONICS,0.0,0.0,52.0,3.0,57.0,0.0
5604.0,191.82,15.0,Clothing,0.0,0.0,48.0,6.0,25.0,0.0
5605.0,7.31,13.0,Food,0.0,0.0,65.0,2.0,37.0,0.0
5606.0,163.89,14.0,Food,0.0,0.0,85.0,0.0,,0.0
5607.0,366.82,19.0,Travel,0.0,0.0,29.0,1.0,56.0,0.0
5608.0,398.68,12.0,Clothing,0.0,0.0,35.0,1.0,57.0,0.0
5609.0,107.3,8.0,Clothing,0.0,0.0,32.0,2.0,45.0,0.0
5610.0,110.68,0.0,Grocery,0.0,0.0,45.0,2.0,46.0,0.0
5611.0,14.42,5.0,Electronics,0.0,0.0,88.0,2.0,42.0,0.0
5612.0,199.98,7.0,Travel,0.0,0.0,29.0,1.0,43.0,0.0
5613.0,309.93,19.0,Food,0.0,0.0,58.0,1.0,25.0,0.0
5614.0,50.5,17.0,Grocery,0.0,0.0,33.0,1.0,47.0,0.0
5615.0,98.46,17.0,Clothing,0.0,1.0,62.0,3.0,69.0,0.0
5616.0,328.56,16.0,Electronics,0.0,0.0,67.0,3.0,18.0,0.0
5617.0,377.38,20.0,Food,0.0,0.0,34.0,1.0,45.0,0.0
5618.0,50.15,15.0,Grocery,0.0,0.0,36.0,1.0,,0.0
5619.0,143.96,,CLOTHING,0.0,0.0,,2.0,30.0,0.0
error_transaction_id,38.48,21.0,Food,0.0,,36.0,4.0,58.0,0.0
5621.0,19.34,3.0,Food,0.0,0.0,55.0,3.0,66.0,0.0
5622.0,435.69,3.0,,0.0,0.0,,1.0,38.0,0.0
5623.0,309.17,20.0,Clothing,0.0,0.0,51.0,1.0,38.0,0.0
5624.0,256.91,13.0,Travel,0.0,0.0,45.0,2.0,57.0,0.0
5625.0,9.0,4.0,,0.0,0.0,98.0,,28.0,0.0
5626.0,334.11,15.0,Clothing,0.0,0.0,37.0,6.0,44.0,0.0
5627.0,103.74,13.0,Grocery,0.0,0.0,69.0,2.0,22.0,0.0
5628.0,75.45,13.0,Electronics,0.0,0.0,71.0,100.66462167689161,30.0,0.0
5629.0,142.33,13.0,Travel,0.0,0.0,49.0,1.0,29.0,0.0
5630.0,,23.0,Clothing,0.0,0.0,88.0,3.0,57.0,0.0
5631.0,254.38,13.0,Electronics,0.0,0.0,94.0,4.0,50.0,0.0
5632.0,157.2,18.0,Travel,0.0,0.0,52.0,1.0,47.0,
249876.49791231734,37.17,2.0,Food,1.0,0.0,44.0,4.0,20.0,0.0
5634.0,37.54,16.0,Electronics,0.0,0.0,65.0,3.0,65.0,0.7656186198448346
5635.0,36.66,13.0,Travel,0.0,1.0,28.0,1.0,40.0,0.0
5636.0,10.56,9.0,Clothing,0.0,1.0,93.0,1.0,48.0,0.0
5637.0,159.52,12.0,Clothing,0.0,0.0,48.0,0.0,23.0,0.0
5638.0,330.26,21.0,Travel,0.0,0.0,41.0,2.0,28.0,0.0
5639.0,3.18,3.0,Food,0.0,0.0,29.0,3.0,54.0,
5640.0,9.04,10.0,Travel,0.0,0.0,81.0,0.0,56.0,0.0
5641.0,153.08,,Grocery,0.0,0.0,50.0,0.0,,0.0
,308.16,14.0,Travel,0.0,0.0,96.0,2.0,62.0,
error_transaction_id,71.21,23.0,Travel,0.0,0.0,97.0,1.0,54.0,0.0
5644.0,77.43,1.0,Clothing,0.0,1.0,41.0,3.0,56.0,0.0
,163.3,10.0,Food,0.0,0.0,80.0,6.0,68.0,0.0
5646.0,57.69,1.0,Travel,0.0,0.0,32.0,3.0,23.0,0.0
5647.0,4.85,22.0,Electronics,0.0,0.0,88.0,0.0,,0.0
,239.2,error_transaction_hour,Clothing,0.0,1.0,93.0,4.0,18.0,0.0
5649.0,176.86,12.0,Clothing,0.0,0.0,34.0,2.0,35.0,0.0
5650.0,156.47,,Travel,0.0,0.0,74.0,0.0,69.0,0.0
5651.0,243.64,6.0,Electronics,0.0,0.0,79.0,0.0,28.0,0.7656186198448346
5652.0,202.44,6.0,Travel,0.0,0.0,38.0,1.0,59.0,0.0
5653.0,41.49,9.0,Electronics,0.0,0.0,51.0,0.0,23.0,0.0
error_transaction_id,78.23,5.0,Clothing,0.0,0.0,29.0,100.66462167689161,22.0,0.0
5655.0,24.26,19.0,Electronics,0.0,1.0,52.0,1.0,41.0,0.0
5656.0,25.04,11.0,Travel,0.0,4.309730005094243,29.0,3.0,19.0,0.0
5657.0,202.97,12.0,Grocery,0.0,0.0,36.0,2.0,65.0,0.0
5658.0,352.11,23.0,,0.0,0.0,32.0,1.0,52.0,0.0
5659.0,592.13,10.0,Electronics,0.0,0.0,83.0,0.0,51.0,
5660.0,178.16,17.0,Travel,0.0,0.0,89.0,2.0,59.0,
5661.0,,1.0,Food,0.0,0.0,84.0,4.0,19.0,0.0
5662.0,20.1,15.0,Grocery,0.0,0.0,79.0,0.0,69.0,0.0
5663.0,301.65,1.0,Clothing,0.0,0.0,67.0,1.0,29.0,0.0
5664.0,155.62,18.0,Travel,0.0,0.0,65.0,3.0,19.0,0.0
5665.0,173.35,5.0,Travel,0.0,0.0,34.0,1.0,64.0,0.0
5666.0,273.74,,Grocery,0.0,0.0,99.0,2.0,67.0,0.0
5667.0,218.69,10.0,Food,0.0,0.0,31.0,1.0,52.0,0.0
